date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:45:35	684/684	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8f7-2ac%22	http://www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-alignmnet.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-alignmnet4fee.css	(from https://www.uogplc.com/)
02:45:35	1277/1277	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8d6-4fd%22	http://www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/plus-extra-adv/plus-reveal-animate.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/plus-extra-adv/plus-reveal-animate4fee.css	(from https://www.uogplc.com/)
02:45:35	3968/3968	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8f7-f80%22	http://www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style4fee.css	(from https://www.uogplc.com/)
02:45:36	3040/3040	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8f7-be0%22	http://www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style-13.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style-134fee.css	(from https://www.uogplc.com/)
02:45:36	2943/2943	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8f7-b7f%22	http://www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style-9.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/tp-button/tp-button-style-94fee.css	(from https://www.uogplc.com/)
02:45:36	23160/23160	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8d6-5a78%22	http://www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/image-factory/plus-image-factory.min.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/image-factory/plus-image-factory.min4fee.css	(from https://www.uogplc.com/)
02:45:37	31872/31872	---MCZ	200	added ('OK')	text/css	etag:W/%226852a8d6-7c80%22	http://www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/navigation-menu/plus-nav-menu.min.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/theplus_elementor_addon/assets/css/main/navigation-menu/plus-nav-menu.min4fee.css	(from https://www.uogplc.com/)
02:45:37	6051/6051	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b27c-17a3%22	https://www.uogplc.com/wp-content/themes/hello-elementor/style.min.css?ver=2.6.1	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/themes/hello-elementor/style.minc141.css	(from https://www.uogplc.com/)
02:45:37	15672/15672	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b27c-3d38%22	https://www.uogplc.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.6.1	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/themes/hello-elementor/theme.minc141.css	(from https://www.uogplc.com/)
02:45:37	53567/53567	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd6f-d13f%22	https://www.uogplc.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1750846831	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/custom-frontend.minc91e.css	(from https://www.uogplc.com/)
02:45:38	2183/2183	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd6f-887%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-5.css?ver=1750846831	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-5c91e.css	(from https://www.uogplc.com/)
02:45:38	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-fe%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-image.min2801.css	(from https://www.uogplc.com/)
02:45:38	3331/3331	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b290-d03%22	https://www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-navbar.css?ver=6.5.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-navbare6df.css	(from https://www.uogplc.com/)
02:45:39	239/239	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-ef%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min2801.css	(from https://www.uogplc.com/)
02:45:39	3920/3920	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b290-f50%22	https://www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-vertical-menu.css?ver=6.5.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-vertical-menue6df.css	(from https://www.uogplc.com/)
02:45:39	3947/3947	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b290-f6b%22	https://www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-cookie-consent.css?ver=6.5.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-cookie-consente6df.css	(from https://www.uogplc.com/)
02:45:39	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-258%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-heading.min2801.css	(from https://www.uogplc.com/)
02:45:40	10308/10308	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd6f-2844%22	https://www.uogplc.com/wp-content/uploads/elementor/css/custom-widget-icon-list.min.css?ver=1750846831	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/custom-widget-icon-list.minc91e.css	(from https://www.uogplc.com/)
02:45:40	205/205	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-cd%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min2801.css	(from https://www.uogplc.com/)
02:45:40	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-141e%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2801.css	(from https://www.uogplc.com/)
02:45:40	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd6f-1b71%22	https://www.uogplc.com/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1750846831	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/custom-apple-webkit.minc91e.css	(from https://www.uogplc.com/)
02:45:41	21178/21178	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-52ba%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.40.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf531.css	(from https://www.uogplc.com/)
02:45:41	7837/7837	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b290-1e9d%22	https://www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css?ver=6.5.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-fonte6df.css	(from https://www.uogplc.com/)
02:45:41	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-4057%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.uogplc.com/)
02:45:41	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-156e%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min2801.css	(from https://www.uogplc.com/)
02:45:42	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-89%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min2801.css	(from https://www.uogplc.com/)
02:45:42	153/153	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-99%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min2801.css	(from https://www.uogplc.com/)
02:45:42	155/155	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-9b%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min2801.css	(from https://www.uogplc.com/)
02:45:42	6411/6411	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b290-190b%22	https://www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-advanced-counter.css?ver=6.5.0	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-advanced-countere6df.css	(from https://www.uogplc.com/)
02:45:43	340/340	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-154%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min2801.css	(from https://www.uogplc.com/)
02:45:43	146/146	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-92%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min2801.css	(from https://www.uogplc.com/)
02:45:43	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-4d%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.29.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min2801.css	(from https://www.uogplc.com/)
02:45:43	67073/67073	---MCZ	200	added ('OK')	text/css	etag:W/%22685bf123-10601%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-137.css?ver=1755614829	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-1374fee.css	(from https://www.uogplc.com/)
02:45:43	33288/33288	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd70-8208%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-16.css?ver=1750846832	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-162fcb.css	(from https://www.uogplc.com/)
02:45:44	22169/22169	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd70-5699%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-233.css?ver=1750846832	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-2332fcb.css	(from https://www.uogplc.com/)
02:45:44	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%22603ffca6-e688%22	https://www.uogplc.com/wp-includes/css/dashicons.min.css?ver=6.8.2	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-includes/css/dashicons.min6c2d.css	(from https://www.uogplc.com/)
02:45:44	9125/9125	---MCZ	200	added ('OK')	text/css	etag:W/%2267c9b285-23a5%22	https://www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/css/ecs-style.css?ver=3.1.9	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/css/ecs-style20f0.css	(from https://www.uogplc.com/)
02:45:44	7161/7161	---MCZ	200	added ('OK')	text/css	etag:W/%22685bcd72-1bf9%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-544.css?ver=1652979098	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-544a5bd.css	(from https://www.uogplc.com/)
02:45:45	7588/7588	---MCZ	200	added ('OK')	text/css	etag:W/%22685bd7b6-1da4%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-4606.css?ver=1653490132	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-4606d39d.css	(from https://www.uogplc.com/)
02:45:45	3107/3107	---MCZ	200	added ('OK')	text/css	etag:W/%22685bd984-c23%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-4887.css?ver=1653573123	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-48877d28.css	(from https://www.uogplc.com/)
02:45:45	7530/7530	---MCZ	200	added ('OK')	text/css	etag:W/%22685bd0a3-1d6a%22	https://www.uogplc.com/wp-content/uploads/elementor/css/post-6234.css?ver=1653659148	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/css/post-6234a62c.css	(from https://www.uogplc.com/)
02:45:46	15864/15864	---MCZ	200	added ('OK')	text/css	etag:W/%2267dc0746-3df8%22	https://www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742473030	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/poppins0d40.css	(from https://www.uogplc.com/)
02:45:46	23436/23436	---MCZ	200	added ('OK')	text/css	etag:W/%2267dc0749-5b8c%22	https://www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742473033	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/robotoslabc643.css	(from https://www.uogplc.com/)
02:45:46	103518/103518	---MCZ	200	added ('OK')	text/css	etag:W/%2267dc0750-1945e%22	https://www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742473040	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/elementor/google-fonts/css/robotoefcf.css	(from https://www.uogplc.com/)
02:45:46	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-e2d7%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.uogplc.com/)
02:45:46	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-29d%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.uogplc.com/)
02:45:47	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-2a3%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://www.uogplc.com/)
02:45:47	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%2268527649-2a5%22	https://www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://www.uogplc.com/)
02:45:47	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.uogplc.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.uogplc.com/)
02:45:48	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.uogplc.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.uogplc.com/)
02:45:48	3787/3787	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c9b285-ecb%22	https://www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/js/ecs_ajax_pagination.js?ver=3.1.9	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/js/ecs_ajax_pagination20f0.js	(from https://www.uogplc.com/)
02:45:48	284/284	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c9b285-11c%22	https://www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/js/ecs.js?ver=3.1.9	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/plugins/ele-custom-skin/assets/js/ecs20f0.js	(from https://www.uogplc.com/)
02:45:49	94422/94422	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Sep%202025%2001:45:50%20GMT	https://www.uogplc.com/wp-json/wp/v2/pages/137	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-json/wp/v2/pages/137.json	(from https://www.uogplc.com/)
02:45:49	305369/305369	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Sep%202025%2001:45:50%20GMT	https://www.uogplc.com/wp-json/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-json/index.html	(from https://www.uogplc.com/)
02:45:50	2003/2003	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2005%20Sep%202025%2001:45:50%20GMT	https://www.uogplc.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/xmlrpc.3b0db0.delayed	(from https://www.uogplc.com/)
02:45:50	5517/5517	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c9b26a-158d%22	https://www.uogplc.com/wp-content/uploads/2022/05/Logo-option-4.svg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/05/Logo-option-4.svg	(from https://www.uogplc.com/)
02:45:50	5476/5476	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c9b26c-1564%22	https://www.uogplc.com/wp-content/uploads/2022/05/Logo-option-Blue.svg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/05/Logo-option-Blue.svg	(from https://www.uogplc.com/)
02:45:50	39637/39637	---M--	200	added ('OK')	image/jpeg	etag:%2267c9b279-c6cf%22	https://www.uogplc.com/wp-content/uploads/2022/04/oil-pump-jack.jpg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/04/oil-pump-jack.jpg	(from https://www.uogplc.com/)
02:45:51	128490/128490	---M--	200	added ('OK')	image/jpeg	etag:%2267c9b26a-20734%22	https://www.uogplc.com/wp-content/uploads/2022/05/Egypt-Banner-3.jpg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/05/Egypt-Banner-3.jpg	(from https://www.uogplc.com/)
02:45:51	103419/103419	---M--	200	added ('OK')	image/jpeg	etag:%2267c9b26d-1a094%22	https://www.uogplc.com/wp-content/uploads/2022/05/Jamaica-Banner-3.jpg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/05/Jamaica-Banner-3.jpg	(from https://www.uogplc.com/)
02:45:52	159502/159502	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:52%20GMT	https://www.uogplc.com/our-team/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/our-team/index.html	(from https://www.uogplc.com/)
02:45:52	181104/181104	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:52%20GMT	https://www.uogplc.com/about-us/business-model/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/about-us/business-model/index.html	(from https://www.uogplc.com/)
02:45:54	173878/173878	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:53%20GMT	https://www.uogplc.com/our-strategy/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/our-strategy/index.html	(from https://www.uogplc.com/)
02:45:55	172657/172657	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:53%20GMT	https://www.uogplc.com/about-us/our-history/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/about-us/our-history/index.html	(from https://www.uogplc.com/)
02:45:56	168813/168813	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:54%20GMT	https://www.uogplc.com/careers/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/careers/index.html	(from https://www.uogplc.com/)
02:45:57	31134/31134	---M--	200	added ('OK')	image/jpeg	etag:%2267c9b279-9b79%22	https://www.uogplc.com/wp-content/uploads/2022/04/Photo-1.jpg	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/04/Photo-1.jpg	(from https://www.uogplc.com/)
02:45:57	128585/128585	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:57%20GMT	https://www.uogplc.com/uk-onshore/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/uk-onshore/index.html	(from https://www.uogplc.com/)
02:45:58	168089/168089	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Sep%202025%2001:45:57%20GMT	https://www.uogplc.com/operations/jamaica/	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/operations/jamaica/index.html	(from https://www.uogplc.com/)
02:45:58	131581/131581	---M--	200	added ('OK')	application/pdf	etag:%2267c9b277-201fd%22	https://www.uogplc.com/wp-content/uploads/2022/06/Climate-change-position-statement-003.pdf	C:/My%20Web%20Sites/https___www.uogplc.com_/www.uogplc.com/wp-content/uploads/2022/06/Climate-change-position-statement-003.pdf	(from https://www.uogplc.com/)
